country,cluster_final,income_level_mode
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Egypt,1,LM
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Finland,2,H
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Gabon,0,UM
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Germany,2,H
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Honduras,0,LM
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Japan,2,H
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Kazakhstan,2,UM
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Madagascar,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Malawi,0,L
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Morocco,1,LM
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Mozambique,0,L
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Netherlands,2,H
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Nicaragua,0,LM
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Niger,0,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
Pakistan,1,L
